RP_Nr,WGS_Breite,WGS_Laenge
RH-2080,49.0542600,11.2009520
RH-2081,49.0958240,11.1773290
RH-2082,49.1318440,11.0901960
WUN-2031,50.0944320,12.0564890
WUN-2032,50.0784360,12.0162860
WUN-2033,50.0703950,11.9737170
RH-2085,49.2346160,10.9157360
RH-2103,49.0694780,11.2241600
WUN-2034,50.0727670,12.0459450
WUN-2035,50.0429170,11.9625830
WUN-2036,50.0755360,11.9270110
WUN-2037,50.1201510,11.9541290
WUN-2038,50.1464410,12.0204090
WUN-2039,50.1176550,12.0387200
WUN-2040,50.0958550,11.8762650
RH-2099,49.0595000,11.2590580
RH-2100,49.0672820,11.2573550
RH-2105,49.1422040,11.0743440
WÜ-S-2001,49.8251140,9.9791560
RH-2106,49.1418000,11.1463990
RH-2107,49.1269220,11.2394660
RH-2108,49.1131420,11.2785350
RH-2116,49.0833950,11.2132870
R-L-2002,48.9494670,12.1350290
WÜ-S-2002,49.7552960,9.9202750
WÜ-S-2003,49.7381170,9.9329240
RH-2117,49.0872380,11.2550370
R-L-2001,48.9493040,12.1094270
R-L-2004,49.0233330,11.6878280
R-L-2005,49.0115990,11.7431650
R-L-2009,48.8984900,12.1788480
R-L-2012,49.0415380,11.7057930
R-L-2019,49.0383880,11.8286390
SAD-2207,49.5363690,12.2385050
R-L-2034,49.0247970,12.3025230
R-L-2023,49.0096250,11.9608800
R-L-2025,48.8960010,12.1358710
R-L-2026,49.0668920,12.1667340
R-L-2029,49.0289240,11.9571780
R-L-2033,49.0161470,11.9262930
R-L-2039,48.9643460,12.0051990
R-L-2041,49.1381140,12.1034400
R-L-2044,48.9113530,12.0937800
R-L-2045,49.0310990,12.1686520
R-L-2049,48.9591290,12.1038910
R-L-2060,48.9491000,12.0827090
R-L-2062,49.1192800,12.0583800
R-L-2064,48.9674040,12.1209490
R-L-2075,48.9734960,11.9667010
R-L-2078,49.0234270,11.8631240
R-L-2084,48.9603910,12.2816300
R-L-2085,49.0560730,11.9992750
R-L-2086,49.0383530,11.7620370
SW-L-2050,50.1080280,10.3406350
R-L-2087,49.0469490,11.7376800
R-L-2088,49.0348730,11.6709000
R-L-2089,49.0628240,11.7025140
R-L-2092,49.1549300,12.1504380
R-L-2098,49.0881070,11.7273700
R-L-2101,49.1812340,12.1664250
R-L-2102,48.9754850,12.0285950
R-L-2108,49.1724770,12.2042940
R-L-2109,49.0833720,11.9242350
R-L-2112,48.9015560,12.1140440
R-L-2127,49.1202260,12.1718780
R-L-2118,49.0921980,11.7037350
R-L-2120,48.9772600,11.9404110
R-L-2125,49.0724510,12.1566850
R-L-2128,49.0189580,12.0090110
R-L-2130,48.9852810,12.0077850
R-L-2131,49.0430210,12.0247120
R-L-2141,48.9717540,12.2677240
R-L-2143,48.8866550,12.1641730
R-L-2144,48.9835880,12.3113460
R-L-2145,48.9864020,12.0468480
R-L-2149,48.9742240,12.0353960
R-L-2158,49.1714710,12.1566260
R-L-2159,49.1182500,12.1490890
R-L-2160,49.0994530,12.1249120
R-L-2167,49.0697410,12.3952460
R-L-2174,49.0189900,12.3190760
R-L-2175,49.0383880,12.2520200
R-L-2176,49.0496640,12.2582320
R-L-2186,49.0830190,12.1933960
R-L-2177,49.0345020,12.2213190
R-L-2178,49.0637650,11.8335280
R-L-2187,49.1600060,12.1452100
R-L-2188,49.1374850,12.0510430
R-L-2189,49.1468590,12.1559110
R-L-2197,49.0804190,12.2138300
R-L-2198,49.1595030,12.2087320
R-L-2199,49.1069810,12.0692240
R-L-2200,49.1510440,12.1741670
R-L-2206,49.0684260,11.9436920
R-L-2208,49.0345400,11.7949470
R-L-2211,49.0227020,11.8302910
R-L-2215,49.0368470,11.8775970
RO-L-2007,47.7436640,12.0869540
RO-L-2008,47.7177070,12.1478680
ER-2000,49.6233560,10.9603540
RO-L-2009,47.7307270,12.1458100
RO-L-2010,47.7352520,12.1115230
SW-S-2003,50.0759800,10.2402790
OAL-4017,47.6238510,10.8747680
OAL-4002,47.6037080,10.8443990
RO-L-2030,47.9973470,12.2541300
SAD-2005,49.2040500,11.9450970
SAD-2085,49.4047640,12.2182610
SW-S-2001,50.0646040,10.2466990
OAL-4031,47.6320320,10.8489520
OA-2125,47.6247970,10.2501830
SW-S-2002,50.0752960,10.2521420
SW-S-2004,50.0821950,10.2317810
TS-2008,47.8543560,12.5622140
TS-2010,47.8763420,12.5745640
TS-2165,47.8974150,12.7843910
TS-2167,48.0298260,12.7060400
TS-2168,47.8985180,12.7584500
WUG-2085,49.0555580,11.0474010
WUG-2084,49.0622420,11.0226260
AB-L-2004,50.0437780,9.1059040
AIC-4433,48.4240390,11.0485950
A-L-2716,48.3957650,10.6363940
A-L-2717,48.4006910,10.6731330
AN-L-2057,49.1044290,10.2260140
AN-L-2080,49.0765200,10.6429350
AN-L-2103,49.1733050,10.3746440
SW-L-2042,50.0596280,10.0800610
SW-L-2043,50.0098910,10.1612760
SW-L-2044,49.8477440,10.4245910
AN-L-2202,49.3829820,10.3149950
AS-2125,49.4611570,11.7201210
BA-L-2006,50.0031280,11.1975140
AS-2158,49.5922120,11.6241760
DEG-2002,48.8445950,12.9330850
DGF-2057,48.7175430,12.5025650
DON-2004,48.7939190,10.7437410
DON-2008,48.8443750,10.6275270
FÜ-L-2009,49.4513900,10.9195570
FÜ-L-2025,49.4280050,10.8931610
HO-L-2129,50.1300820,11.6908130
KC-2016,50.3230940,11.2716760
FÜ-L-2002,49.3997520,10.9638130
LAU-2071,49.5070360,11.3497990
MIL-2012,49.6790470,9.3967420
KG-2094,50.2628960,10.2116760
LI-2022,47.6524410,10.0573350
SW-L-2045,49.9097960,10.3016780
SW-L-2046,49.8735710,10.3192980
SW-L-2048,50.0094480,10.0598490
SW-L-2049,49.9605470,10.0876410
SW-L-2051,50.1361270,10.3438310
SW-L-2052,50.0855290,10.0486040
SW-L-2055,50.0026100,10.2950220
SW-L-2056,49.9986210,10.1156010
SW-L-2057,49.9615950,10.0550400
SW-L-2058,49.9761070,10.0747100
RO-L-2039,47.7761330,12.1917620
SW-L-2059,49.9845650,10.3103570
SW-L-2061,49.9556160,10.1340410
SW-L-2071,50.1447740,10.3210070
SW-L-2072,50.1117570,10.2868110
BA-L-2008,49.9359550,11.1224400
SW-L-2073,50.1762370,10.3999390
SW-L-2074,50.0434020,10.2674190
SW-L-2086,50.0318700,10.0836860
RO-L-2058,47.8199950,12.2367170
SW-L-2075,49.9721750,10.4309290
SW-L-2076,50.0738210,10.3907470
SW-L-2077,49.9858030,10.2494140
SW-L-2078,50.0128120,10.2453030
SW-L-2079,50.0193610,10.3164150
SW-L-2080,50.0420500,10.1370210
SW-L-2081,50.0711790,9.9803060
SW-L-2082,50.0755460,10.0648230
SAD-2081,49.4271020,12.5405810
RO-L-2061,47.8645750,12.1752700
SW-L-2083,50.0401480,10.3677520
SW-L-2084,50.0657880,10.3422130
SW-L-2085,50.0548830,10.3717970
AIC-2206,48.4995540,11.0166010
AS-2198,49.4904340,11.8111460
CHA-2169,49.2022800,12.8467670
AIC-2422,48.2972890,10.9560940
AIC-3221,48.5396050,10.9689160
AIC-3411,48.3313570,11.1449330
RO-L-2084,47.7391290,12.0751900
SAD-2012,49.2716690,11.9632550
A-L-2703,48.4742680,10.5872230
A-L-2704,48.4618240,10.6022270
A-L-2706,48.4444830,10.5641370
A-L-2707,48.4458950,10.5778720
A-L-2708,48.4173200,10.5988400
A-L-2710,48.4061100,10.6014180
AN-L-2065,49.3117490,10.2376710
AN-L-2007,49.0863480,10.4490570
AN-L-2011,49.0449210,10.3828810
AN-L-2012,48.9948500,10.3866870
AN-L-2015,49.1082420,10.5017920
AN-L-2016,49.0757950,10.3772410
AN-L-2019,49.3405170,10.4358980
AN-L-2020,49.3168990,10.3574750
AN-L-2021,49.2978280,10.4782320
RO-L-2102,47.9090180,12.2370230
AN-L-2022,49.2492370,10.3931410
AN-L-2023,49.2132950,10.4590700
AN-L-2094,49.1215170,10.4547030
AN-L-2064,49.3004140,10.2222470
AN-L-2099,49.1325820,10.3648220
AN-L-2025,49.2283020,10.4420050
AN-L-2026,49.0768460,10.4175790
AN-L-2027,49.0554940,10.3456000
AN-L-2032,49.2335920,10.6087790
AN-L-2033,49.1651850,10.6123250
AN-L-2034,49.2019380,10.5423110
AN-L-2035,49.2160610,10.7617450
AN-L-2036,49.2407360,10.7313440
AN-L-2060,49.2495520,10.8617060
AN-L-2063,49.2820710,10.1741910
AN-L-2066,49.3465700,10.2357340
AN-L-2067,49.1099960,10.6189880
AN-L-2068,49.1279050,10.6404390
AN-L-2069,49.0146570,10.5355620
SAD-2015,49.4145420,12.3096930
AN-L-2070,49.0332520,10.5497860
AN-L-2071,49.0369900,10.5991510
AN-L-2072,49.0389290,10.6551350
AN-L-2073,49.0668480,10.5670750
AN-L-2074,49.0659610,10.5184850
AN-L-2156,49.3284710,10.1965610
AN-L-2138,49.3473420,10.5515150
AN-L-2075,49.0741870,10.5245610
AN-L-2076,49.1005820,10.5458970
SAD-2013,49.2731210,12.0816020
AN-L-2077,49.1032890,10.5741600
AN-L-2078,49.3321910,10.2610090
AN-L-2079,49.0510020,10.6478810
AN-L-2081,49.2854510,10.7205390
SAD-2023,49.2784000,12.0142790
AN-L-2082,49.2810860,10.6604210
AN-L-2083,49.3765420,10.4741130
AN-L-2084,49.4185700,10.1941390
AN-L-2085,49.2770380,10.6187190
AN-L-2086,49.1684190,10.4397660
AN-L-2087,49.3939340,10.3812280
AN-L-2088,49.3807310,10.4074650
AN-L-2090,49.3395900,10.1303640
AN-L-2091,49.2396740,10.6770350
AN-L-2092,49.2230860,10.6889410
AN-L-2093,49.2047180,10.6661390
AN-L-2095,49.1874200,10.2852820
AN-L-2096,49.1621990,10.3998400
AN-L-2098,49.0938430,10.3560930
AN-L-2100,49.1758510,10.3373290
AN-L-2101,49.2155410,10.7334570
AN-L-2102,49.1923340,10.3221060
AN-L-2104,49.1344470,10.3273520
AN-L-2105,49.1974780,10.2573220
AN-L-2106,49.2215450,10.2879090
AN-L-2107,49.2263400,10.3214810
AN-L-2108,49.1727560,10.2924970
AN-L-2109,49.1854640,10.4219740
AN-L-2110,49.4006620,10.5862380
AN-L-2170,49.2623150,10.1917950
RO-L-2151,47.9615150,12.1537420
AN-L-2111,49.2522260,10.8003390
AN-L-2113,49.3991410,10.5130930
AN-L-2118,49.3931890,10.6950540
AN-L-2119,49.3604690,10.5060290
AN-L-2120,49.3637610,10.4891080
AN-L-2121,49.4179830,10.7102650
AN-L-2122,49.3601030,10.6520710
AN-L-2123,49.3924380,10.6101670
AN-L-2124,49.3832950,10.4680220
AN-L-2125,49.4025910,10.4642680
AN-L-2126,49.2652220,10.8548210
AN-L-2127,49.2553490,10.5370610
AN-L-2128,49.4023710,10.3717420
AN-L-2133,49.3493480,10.4834070
AN-L-2134,49.3779730,10.6770860
AN-L-2137,49.3779800,10.4279420
AN-L-2145,49.1410010,10.5493890
AN-L-2146,49.1379150,10.6099490
AN-L-2147,49.1588980,10.5902420
AN-L-2148,49.1718860,10.5648670
AN-L-2149,49.2129380,10.5890010
AN-L-2150,49.2277570,10.5486130
AN-L-2152,49.3736760,10.2742990
AN-L-2154,49.4161490,10.1519920
AN-L-2155,49.3874520,10.1686100
AN-L-2169,49.2431410,10.1715560
AN-L-2157,49.2776920,10.4025520
AN-L-2158,49.0163660,10.5110340
AN-L-2159,49.2316450,10.4065520
AN-L-2160,49.1989760,10.3733170
AN-L-2161,49.2072140,10.3516970
AN-L-2162,49.2936050,10.2776520
AIC-2428,48.3691430,11.0204390
R-S-2001,48.9863680,12.0798200
R-S-2002,49.0625360,12.1192180
SAD-2010,49.2309840,12.0691930
AN-L-2163,49.3111450,10.2716750
AN-L-2165,49.0634920,10.3618900
AN-L-2166,49.2549280,10.4645220
R-S-2003,49.0331010,12.0911560
SAD-2016,49.2808410,12.4173460
SAD-2017,49.3493750,12.4247850
SAD-2018,49.3337090,12.3740950
FO-2130,49.7890350,11.3463920
SAD-2032,49.4255020,12.2083500
SAD-2033,49.4088680,12.2303600
SAD-2034,49.4165480,12.2570180
SAD-2035,49.3704590,12.3120050
MSP-2278,50.1585370,9.6658360
AN-L-2167,49.2647010,10.2738700
AN-L-2168,49.2500100,10.2636090
SAD-2039,49.1762590,12.1203320
SAD-2040,49.2393210,12.0732780
SAD-2046,49.3696590,12.3881820
AN-L-2171,49.2161630,10.1656710
AN-L-2173,49.2061290,10.2208300
AN-L-2176,49.3096510,10.2102640
SAD-2063,49.3530710,12.3241350
AN-L-2177,49.3261550,10.2267190
AN-L-2178,49.2965690,10.3304760
AN-L-2179,49.2747900,10.2447930
AN-L-2180,49.2674210,10.2218400
AN-L-2182,49.1804140,10.1965670
AN-L-2183,49.1708080,10.2370290
AN-L-2184,49.2714940,10.3011970
AN-L-2185,49.2492510,10.1421630
AN-L-2186,49.2742090,10.1230110
SAD-2061,49.3097130,12.4809640
SAD-2062,49.3291750,12.4692710
SAD-2066,49.3619920,12.4477520
SAD-2067,49.3613200,12.2854530
SAD-2070,49.2856040,12.4479930
SAD-2071,49.2822560,12.4759840
SAD-2072,49.3430630,12.2796730
SAD-2073,49.3037990,12.3683330
SAD-2074,49.4026460,12.3157540
SAD-2082,49.3735880,12.1915700
SAD-2083,49.3777930,12.2129240
SAD-2097,49.3941580,12.3276850
SAD-2119,49.4297580,12.0152850
SAD-2120,49.3648640,12.2110490
SAD-2124,49.3859640,12.1552930
SAD-2130,49.2987410,12.1031620
SAD-2144,49.4545030,12.2518920
SAD-2145,49.5316270,12.2753520
SAD-2149,49.2738210,12.0528390
AN-L-2188,49.2384640,10.2678500
AN-L-2189,49.1137380,10.3383400
AN-L-2190,49.1212570,10.3683550
AN-L-2193,49.0887580,10.2736320
SAD-2164,49.1765310,12.0815320
AN-L-2211,49.3441670,10.2873790
AN-L-2212,49.3322350,10.3007260
AN-S-2001,49.3200600,10.5929130
AN-S-2002,49.3131500,10.6097610
AN-S-2003,49.2565060,10.6156640
AN-S-2004,49.2439870,10.6272350
AN-S-2005,49.2878450,10.4907190
AN-S-2006,49.2898630,10.4675100
AN-S-2007,49.2914560,10.5489110
SAD-2168,49.4772460,12.3503480
SAD-2172,49.1927060,12.2134200
SAD-2175,49.4013250,12.2799020
AN-S-2008,49.2538970,10.5965180
AN-S-2009,49.2646150,10.5501040
AN-S-2010,49.2660180,10.5658600
AN-S-2011,49.3214600,10.6251120
AN-S-2012,49.2782490,10.5157130
SAD-2176,49.3848110,12.3665010
SAD-2177,49.4210580,12.4013730
SAD-2179,49.3927960,12.2238000
SAD-2183,49.4078490,12.3393480
SAD-2210,49.5032410,12.2977370
SAD-2211,49.4976770,12.3231020
SAD-2212,49.4751190,12.2812920
SR-L-2002,48.9669600,12.8252830
AS-2040,49.2559710,11.9482950
SAD-2213,49.4635160,12.3956570
SR-L-2008,48.8128590,12.4915800
SR-L-2009,48.9230630,12.7080670
SR-L-2010,48.9060660,12.7174350
SR-L-2012,48.9463210,12.6376260
SR-L-2013,48.9907010,12.5937900
AN-S-2013,49.3257300,10.5563590
SR-L-2014,49.0092210,12.5820420
SR-L-2015,49.0217940,12.5177350
SR-L-2018,49.0141900,12.5920570
SR-L-2019,49.0014080,12.5325430
STA-2053,48.0875930,11.2227870
SR-L-2025,48.9528070,12.6707090
SR-L-2028,48.9712840,12.6918370
SR-L-2030,49.0573590,12.5394080
AS-2002,49.2379240,11.9329400
AS-2003,49.2636200,11.9144320
AS-2004,49.2809390,11.8719330
SR-L-2033,49.0511300,12.5052350
BA-L-2050,49.8178090,10.8066290
SR-L-2034,49.0343540,12.5074240
BA-L-2014,49.9707290,11.1282280
SR-L-2036,49.0240840,12.5380750
AS-2008,49.4034990,11.7926040
SR-L-2040,49.0525880,12.5910850
SR-L-2047,48.9993210,12.6182160
SR-L-2048,49.0063440,12.5516380
SR-L-2049,48.9949560,12.5657120
SW-L-2037,50.1317440,10.2056970
SR-L-2050,48.9796180,12.5615350
STA-2054,48.0629260,11.1516810
AS-2009,49.4012720,11.6886160
AS-2010,49.3757580,11.7338840
AS-2015,49.3343570,11.6980880
AS-2016,49.3284620,11.6792140
AS-2019,49.3462510,11.6486160
AS-2020,49.5061020,11.5859640
SR-L-2065,49.0894330,12.6028270
SR-L-2067,49.0787850,12.5998620
AS-2022,49.4969550,11.5960510
AS-2024,49.4497270,11.6299910
AS-2025,49.4426960,11.6606040
AS-2026,49.4439170,11.5804570
KT-2002,49.8041650,10.4096160
SR-L-2072,49.0608390,12.6651510
SW-L-2101,50.0873890,10.0320590
SR-L-2074,49.0314530,12.6160190
AS-2028,49.5068850,11.6202650
AS-2029,49.5150600,11.6030720
STA-2014,47.9579280,11.2257000
AS-2030,49.4130260,11.5998900
SR-L-2079,49.0655690,12.6066270
SR-L-2080,49.0245430,12.6349590
SR-L-2086,49.0570910,12.6193460
SR-L-2087,49.0708710,12.5817560
SR-L-2084,49.0501580,12.6580880
SR-L-2088,49.0861760,12.5733070
SR-L-2094,49.0867080,12.6203740
AS-2031,49.4526170,11.6020070
AS-2034,49.3454070,11.7071780
AS-2032,49.3440500,11.7372250
SR-L-2097,48.9782850,12.4555140
AS-2035,49.5225910,11.5615300
AS-2036,49.6815040,11.6377400
AS-2037,49.5362980,11.5454580
AS-2039,49.5589880,11.5880140
AS-2045,49.4944290,11.5671590
AS-2047,49.4299590,11.7012430
AS-2048,49.3251660,11.9814100
AS-2050,49.3970590,11.9387730
AS-2051,49.3494550,11.9867170
AS-2054,49.4281790,11.7276280
AS-2055,49.4510180,11.7704600
AS-2057,49.5541820,11.6903400
SR-L-2117,48.9761500,12.4921860
STA-2005,48.0802390,11.2341890
SR-L-2122,48.9623640,12.6275290
SR-L-2124,49.0233160,12.6086850
AS-2058,49.3137740,11.7995280
AS-2060,49.5826150,11.7087520
AS-2061,49.6095570,11.6738180
AS-2059,49.5657700,11.7091070
AS-2062,49.6015910,11.6877880
AS-2063,49.6087300,11.7210810
AS-2064,49.5772710,11.7278080
FO-2133,49.7648820,11.3041690
AS-2065,49.2938740,11.8891030
AS-2067,49.4596500,11.6751960
AS-2068,49.3119570,11.9268840
AS-2069,49.3132910,11.9527480
SR-L-2139,48.9546110,12.5910440
SR-L-2143,49.0474790,12.4906830
SR-L-2145,49.0788040,12.5481470
AS-2070,49.4731940,11.6949820
AS-2074,49.5120570,11.6806040
AS-2075,49.5020620,11.6530020
AS-2079,49.4104510,11.8329040
AS-2084,49.4106390,11.6371230
AS-2085,49.7074490,11.6353510
AS-2086,49.7296800,11.6329120
AS-2087,49.7475110,11.6199530
AS-2088,49.4226740,11.6862870
AS-2089,49.6191820,11.6682360
AS-2090,49.6342490,11.6054490
AS-2091,49.6223880,11.6350350
SR-L-2158,48.9597040,12.6448550
SR-L-2159,49.0762870,12.6427480
AS-2092,49.5981180,11.6483420
AS-2093,49.6339480,11.6361150
AS-2094,49.5599890,11.9125960
AS-2095,49.3791290,11.9377460
AS-2096,49.4287510,11.5829050
AS-2097,49.5228250,11.5813320
SR-L-2165,48.9882860,12.6634860
SR-L-2167,49.0106950,12.6472330
SR-L-2169,48.9803020,12.6278520
AS-2098,49.5632020,11.6235030
AS-2139,49.5758870,11.6767250
AS-2099,49.5488320,11.5572040
SR-L-2175,48.9607940,12.5605560
ND-2103,48.6152840,11.3511510
SR-L-2179,48.9529610,12.6522250
SR-L-2182,49.0366390,12.5660400
FÜ-L-2006,49.3993810,10.8104240
SR-L-2183,49.0076250,12.6321790
SR-L-2190,48.9720920,12.6060210
SR-L-2193,49.0769740,12.6665420
AS-2100,49.5479070,11.6728090
AS-2101,49.5367820,11.5903600
AS-2102,49.5313220,11.6043920
AS-2103,49.5837520,11.5799630
KT-2023,49.6306170,10.2724460
SR-L-2205,48.9243800,12.8665610
AS-2132,49.6278880,11.9401420
AS-2105,49.5467150,11.6127450
AS-2106,49.5406230,11.6416860
AS-2107,49.6159130,11.6450910
AS-2137,49.5749000,11.6081490
AS-2116,49.5876020,11.8910420
AS-2118,49.6025170,11.9802130
AS-2121,49.7167500,11.6270360
STA-2007,48.0184540,11.1421120
AS-2122,49.4290670,11.7618460
STA-2010,47.9132280,11.2461510
AS-2123,49.3610330,11.9551940
AS-2126,49.5087670,11.9890860
AS-2127,49.4947490,12.0738960
AS-2128,49.5906600,11.9542160
AS-2129,49.5099710,11.8996950
AS-2130,49.5823750,11.9715400
STA-2001,48.0737160,11.3445790
STA-2002,47.9856530,11.3048640
AS-2131,49.6142660,11.8868140
STA-2015,47.8999480,11.2552280
STA-2016,48.0000930,11.1906260
STA-2021,48.0117650,11.1632180
STA-2022,48.0145700,11.2119560
STA-2023,47.9608180,11.1864950
STA-2024,47.8918830,11.2417490
AS-2133,49.6163330,11.9539870
AS-2134,49.6219490,11.9179250
AS-2135,49.5517140,11.5248670
AIC-2417,48.2595740,11.0092000
AS-2136,49.5647280,11.5574510
BA-L-2013,49.9962590,11.2157830
AS-2143,49.5287220,12.0640680
AS-2144,49.5262410,12.0156310
AS-2145,49.5295900,11.9657090
SW-L-2001,49.9494230,10.1746110
SW-L-2002,49.9958000,10.1555380
SW-L-2003,49.9265490,10.1088860
SW-L-2004,50.0330330,10.2470360
AS-2187,49.3742220,11.9706910
AS-2164,49.5787750,11.9057060
SW-L-2066,50.1988320,10.4136180
SW-L-2108,49.8758070,10.3613780
TIR-2006,49.8774950,12.4597820
WM-2041,47.8686490,11.2228490
A-L-2004,48.1860210,10.8466130
A-L-2510,48.1798110,10.6808600
A-L-2723,48.4393070,10.6668690
A-L-2724,48.4028760,10.7142960
AN-L-2051,49.2099630,10.8320150
DON-2094,48.7892550,10.7112150
ERH-2000,49.6216510,11.0507790
ERH-2016,49.6735270,10.7695170
FÜ-S-2000,49.4663900,10.9352990
HAS-2132,50.0198220,10.3731540
R-L-2126,49.0976120,12.1728430
SAD-2084,49.4048620,12.2049740
SAD-2096,49.4892170,12.3827300
BA-L-2031,50.0074710,10.9350080
SW-L-2119,50.0140870,10.0969530
SW-L-2120,50.0099780,10.0793050
TIR-2016,49.8386890,12.3435690
TIR-2044,49.8538750,12.1155780
TIR-2046,49.8555270,11.9730030
TIR-2048,49.8415510,12.0070630
TIR-2049,49.8141230,12.0695550
TÖL-2020,47.8721490,11.5122790
TÖL-2026,47.8735840,11.5614060
AS-2166,49.5980080,11.8912450
AS-2167,49.5700790,11.9377940
AS-2192,49.5584820,11.6592180
AS-2194,49.5264540,11.7153380
AIC-2418,48.2120820,11.0285640
BA-L-2005,49.8697910,11.0898400
TÖL-2033,47.8339440,11.5686060
TÖL-2034,47.9010520,11.6337790
TÖL-2035,47.8423110,11.5853510
TÖL-2036,47.8436350,11.5653910
TÖL-2037,47.8467970,11.5226400
TÖL-2039,47.8893780,11.6244380
TÖL-2040,47.8931750,11.5665150
TÖL-2041,47.9007740,11.6084850
TÖL-2050,47.7385110,11.5290790
MSP-2281,50.1527140,9.6884360
A-S-2205,48.3171250,10.9439050
AS-2209,49.4798070,11.6043740
AS-2210,49.3186080,11.7021260
BA-L-2002,50.0099590,11.0352210
BA-L-2003,49.8246190,10.6640430
BA-L-2004,50.0617150,10.8632320
BA-L-2011,49.9655060,11.2005330
TÖL-2065,47.7666900,11.5112510
TÖL-2066,47.7817280,11.5806490
TÖL-2067,47.7821290,11.5263710
TÖL-2068,47.8076330,11.5428390
TS-2142,47.8887420,12.7001380
BA-L-2012,49.9870530,11.2298780
NES-2090,50.4378530,9.9790800
TÖL-2074,47.7806020,11.6131370
TÖL-2075,47.7550230,11.6219360
TÖL-2076,47.7596610,11.6425720
BA-L-2016,50.0028660,10.7934140
BA-L-2017,49.8004010,10.7838250
TÖL-2077,47.8184860,11.5449940
TÖL-2078,47.8488470,11.5966640
TÖL-2083,47.8880040,11.5038030
TÖL-2088,47.7950250,11.5132250
TÖL-2089,47.8162660,11.5201780
TÖL-2090,47.7959610,11.6592810
BA-L-2020,49.7966060,10.7657540
BA-L-2032,50.0387050,10.8335670
BA-L-2029,50.0326830,10.9716490
BA-L-2030,50.0148930,10.9559920
TS-2026,47.9464150,12.6171150
BA-L-2034,50.0035480,11.0181840
BA-L-2035,49.7943000,10.8905840
BA-L-2036,49.7837180,10.7485610
BA-L-2038,49.7963470,10.7124540
BA-L-2039,49.8168350,10.6739390
BA-L-2040,49.8079870,10.7007500
BA-L-2041,49.8227730,10.6888290
BA-L-2042,49.8241040,10.6971470
BA-L-2043,49.9788690,11.1097210
TS-2005,47.8279560,12.5470660
TS-2011,47.8835320,12.5345580
TS-2013,47.8920890,12.5686380
BA-L-2044,49.9864980,11.0605780
BA-L-2045,49.9959840,11.0806380
BA-L-2046,49.8258000,10.7031010
BA-L-2047,49.8246150,10.7151910
BA-L-2049,49.8197820,10.7342930
TS-2017,47.9158300,12.5937620
TS-2018,47.9558690,12.5635600
TS-2019,47.9424820,12.5132860
BA-L-2053,50.0034790,11.1338850
BA-L-2054,49.9205360,10.7427480
BA-L-2055,49.8213800,11.0821420
BA-L-2056,49.8444340,11.0595720
BA-L-2057,49.8128000,10.7529640
BA-L-2067,50.0366380,11.1525610
BA-L-2068,50.0443050,11.1775560
BA-L-2069,49.8011790,11.0342710
BA-L-2074,49.9378770,11.1836480
BA-L-2075,49.8942450,10.7249390
TS-2072,48.0290820,12.8196410
TS-2073,48.0837060,12.7101260
TS-2074,47.9806180,12.5939290
BA-L-2076,49.8848690,10.7843820
BA-L-2077,49.9768660,10.8223370
AIC-2419,48.1997580,11.0388450
BA-L-2078,50.0802090,10.8668400
BA-L-2079,49.9796690,10.9033280
BA-L-2080,49.9796030,10.7742660
BA-L-2081,50.0177980,11.0253700
TS-2138,47.9556700,12.7048360
BA-L-2082,49.9781940,10.9678680
BA-L-2083,50.0036070,10.9733810
BA-L-2084,50.0201660,11.0645710
BA-L-2085,50.0119350,11.0734100
BA-L-2086,49.8462050,11.1191580
BA-L-2087,49.8507260,11.2083490
BA-L-2088,49.8504690,11.1849300
BA-L-2089,49.8565240,11.1503360
BA-L-2090,49.8561050,11.1181540
BA-L-2091,49.8704680,11.0467840
TS-2109,47.8120300,12.4766890
BA-L-2092,49.8690290,11.2155140
BA-L-2093,49.8750860,11.1761670
BA-L-2094,49.8941090,11.1690850
BA-L-2095,49.9515300,11.0874260
BA-L-2096,49.9633790,11.1001590
BA-L-2097,49.8294260,11.0562900
BA-L-2098,49.8076620,11.0753150
BA-L-2099,49.8569940,11.0122270
BA-L-2100,49.8650310,11.1804050
TS-2122,47.8267760,12.4942410
TS-2134,48.1106260,12.7391850
TS-2135,47.9575530,12.8651770
BA-L-2101,49.8407090,10.7605450
BA-L-2102,49.8302380,10.7905340
BA-L-2103,49.8428800,10.7314610
BA-L-2104,49.8483250,10.7333320
BA-L-2105,49.8652510,10.7387900
TS-2146,48.0175260,12.7074050
TS-2147,47.9956130,12.7122970
TS-2148,47.9762120,12.7135040
TS-2149,47.9328630,12.7165300
BA-L-2106,49.8745010,10.7039600
BA-L-2107,49.9006220,10.8112450
BA-L-2108,49.9060050,10.7957970
BA-L-2109,49.9125500,10.7522810
WM-2002,47.8285890,10.8710900
WM-2003,47.7237580,11.1757960
WM-2006,47.8457920,11.2706450
BA-L-2110,49.9284910,10.7503100
BA-L-2112,49.9369680,10.7868970
BA-L-2113,49.7876710,10.8608390
BA-L-2114,49.8816270,10.7595380
WM-2021,47.7193510,10.9913940
BA-L-2115,49.8260690,11.0270980
BA-L-2116,49.8410080,11.0357150
BA-L-2117,49.8416530,10.9998460
BA-L-2118,49.9366810,10.9196730
BA-L-2119,49.9502620,10.8727570
BA-L-2120,49.7975160,10.9676890
WM-2014,47.8011780,10.9755360
WM-2022,47.7295140,11.1862350
WM-2026,47.7662520,11.1561150
WM-2027,47.7631630,11.0479720
